id,name,isFork,commits,branches,defaultBranch,releases,contributors,license,watchers,stargazers,forks,size,createdAt,pushedAt,updatedAt,homepage,mainLanguage,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,languages,labels,topics
3452243,bombomby/optick,FALSE,573,5,master,22,21,MIT License,66,2648,256,81816,2015-01-17T01:37:17,2023-05-13T12:04:43,2023-05-16T05:50:00,https://optick.dev,C#,97,56,90,22,,,,[],2022-07-07T11:18:48,8abd28dee1a4034c973a3d32cd1777118e72df7e,,,"{""C#"":1162250,""C++"":459725,""C"":55467,""Lua"":7208,""Batchfile"":6827,""CMake"":5343,""HLSL"":1468}","[""bug"",""dependencies"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3452248,proxykit/proxykit,FALSE,520,1,master,24,25,Apache License 2.0,45,1042,110,699,2018-09-23T03:18:32,2020-10-23T01:57:56,2020-12-21T01:36:17,,C#,102,0,140,0,,,,[],2020-10-23T01:57:55,c835bf6dd69fb1b9e4867b76e8610f5574be3fe4,,,{},[],[]
3452250,unosquare/embedio,FALSE,861,8,master,69,35,Other,60,1304,158,14469,2014-03-17T05:17:07,2022-12-13T02:31:09,2022-12-20T10:18:00,http://unosquare.github.io/embedio,C#,364,40,205,0,,,,[],2022-12-13T02:31:09,2305190014d63f86ca036da85e426714d1e667f8,,,"{""C#"":1462466,""JavaScript"":234385,""CSS"":22114,""HTML"":15328}","[""area:authentication"",""area:core"",""area:deployment"",""area:documentation"",""area:external"",""area:files"",""area:http"",""area:routing"",""area:samples"",""area:security"",""area:serialization"",""area:sessions"",""area:testing"",""area:unit-tests"",""area:web-api"",""area:websockets"",""breaking"",""bug"",""closed-as:by-design"",""closed-as:duplicate"",""closed-as:not-a-bug"",""dependencies"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""pinned"",""question"",""regression"",""rfc"",""v1.x"",""v2.x"",""v3.x"",""v4.x"",""wontfix"",""xamarin""]",[]
3453368,neuecc/unirx,FALSE,1024,2,master,25,34,MIT License,377,6386,838,8392,2014-03-20T12:23:28,2023-03-25T02:05:13,2023-04-12T04:14:51,,C#,406,189,125,46,,,,[],2020-04-17T02:08:29,284d5c50d3f1ddd9fa7df3d382ea904732a9c2ff,,,"{""C#"":1748005,""PowerShell"":2715,""Batchfile"":53}","[""bug"",""feature request"",""question"",""request accepted""]",[]
3453370,dotnet/corert,FALSE,10408,1,master,1,307,Other,300,2861,500,50698,2015-09-15T11:10:53,2020-11-01T06:38:13,2020-12-20T05:14:49,http://dot.net,C#,1555,315,6787,0,,,,[],2020-11-01T06:37:24,c6af4cfc8b625851b91823d9be746c4f7abdc667,,,{},[],[]
3453374,jbevain/cecil,FALSE,1292,7,master,6,66,MIT License,112,2456,602,19236,2010-04-12T07:03:52,2023-04-20T05:33:13,2023-04-23T03:35:19,http://cecil.pe,C#,511,56,317,26,,,,[],2023-04-20T05:33:13,ba9c6c79f5b82c68517cb005fb1174cea7805a64,,,"{""C#"":1625239}","[""1.0"",""bug"",""enhancement"",""invalid""]",[]
3453375,pnp/pnp,FALSE,4939,14,master,5,142,Other,567,1850,3375,217762,2014-07-27T02:08:15,2021-08-24T11:00:27,2021-08-24T11:17:14,https://aka.ms/m365pnp,C#,722,108,1220,14,,,,[],2021-08-24T11:00:27,889c130888f30b09824c3983357b731b982ace21,,,"{""C#"":4907647,""JavaScript"":1068924,""CSS"":779788,""HTML"":479632,""ASP.NET"":266734,""TypeScript"":214486,""SCSS"":86142,""PowerShell"":52028,""Gherkin"":8723,""Less"":6623,""TSQL"":402}","["".net"",""bug"",""dependencies"",""duplicate"",""enhancement...want to help?"",""frameworkprovisioning"",""help wanted"",""invalid"",""investigation needed"",""javascript"",""js-sig"",""new feature request"",""port to pnp-powershell"",""port to pnp-sites-core"",""provisioning engine issue"",""question"",""upcoming sample"",""waiting-for-clarification"",""wontfix""]",[]
3453378,xamarin/ios-samples,FALSE,3179,37,main,457,75,Other,260,1572,1949,1499066,2009-11-10T10:53:04,2023-02-24T02:59:53,2023-03-08T01:38:48,http://docs.microsoft.com/xamarin/ios/,C#,122,18,346,6,,,,[],2023-02-24T02:59:52,0bc8046ca90cfe91684c85b6bdb12a114e3af793,,,"{""C#"":7663781,""Objective-C"":115276,""Makefile"":16947,""Metal"":13931,""GLSL"":13657,""F#"":11583,""HTML"":9912,""Rich Text Format"":7559,""Shell"":6337}","[""bug"",""do-not-merge"",""enhancement"",""feature"",""fix"",""help-wanted"",""need-info"",""new sample"",""support""]",[]
3453380,xamarin/mobile-samples,FALSE,1057,9,main,22,42,Other,343,1436,3121,188816,2011-11-15T03:48:05,2020-12-16T03:45:37,2020-12-13T12:01:35,,C#,35,0,83,5,,,,[],2020-10-30T08:28:25,257f7fe81e70b412d6a6b42e97019ecc2c46ed40,,,{},[],[]
3453381,mafaca/utinyripper,FALSE,649,1,master,0,14,MIT License,95,1902,353,22348,2018-02-11T05:00:44,2022-01-14T09:53:29,2022-01-15T06:49:26,,C#,1103,318,47,1,,,,[],2021-05-13T09:19:13,20609ce24e4cf330902dacfdac7894ba66f18150,,,"{""C#"":2580965}","[""bug"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""not fixed"",""question"",""unsupported"",""wontfix""]",[]
3453382,thepirat000/audit.net,FALSE,1518,1,master,0,26,MIT License,80,1965,307,4704,2016-08-09T04:44:21,2023-05-29T10:56:38,2023-06-05T05:17:37,,C#,473,1,72,0,,,,[],2023-05-29T10:56:02,a6220af6948b9665adc9025cdf875c06b69b7ad5,,,"{""C#"":2282027,""Batchfile"":16736,""HTML"":13688,""TSQL"":6729,""PowerShell"":6690,""CSS"":845,""JavaScript"":226}","[""bug"",""dependencies"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""new feature"",""question"",""wontfix""]","[""audit"",""audit-log"",""audit-logs"",""entity-framework"",""mvc"",""netcore"",""wcf"",""webapi""]"
3453384,adamslair/duality,FALSE,3600,8,master,1,38,MIT License,114,1289,291,250747,2013-07-21T01:12:50,2022-02-02T06:48:17,2022-02-03T11:17:23,https://adamslair.github.io/duality,C#,650,134,229,4,,,,[],2022-01-30T07:24:48,ed63539358ae1c21acacb0c5a93f44a2386adfc5,,,"{""C#"":5663696,""GLSL"":3755,""Batchfile"":680}","[""arguable"",""backend"",""breaking change"",""bug"",""cleanup"",""core"",""critical"",""dependency"",""devtool"",""discussion"",""documentation"",""editor"",""feature"",""good first issue"",""hacktoberfest-accepted"",""help wanted"",""linux"",""macos"",""nice2have"",""packagemanager"",""performance"",""plugin"",""rendering"",""task"",""tilemaps"",""unit tests"",""usability"",""windows"",""work in progress""]",[]
3453389,redth/zxing.net.mobile,FALSE,801,17,master,17,41,MIT License,113,1052,683,15771,2012-10-10T04:45:12,2022-12-08T10:41:43,2022-12-20T07:56:44,,C#,882,174,180,16,,,,[],2021-01-26T08:47:01,f8abca8d7e4d0e1e76b6ba6b9418545aa2085036,,,"{""C#"":235225}","[""bug"",""duplicate"",""enhancement"",""in progress"",""invalid"",""keep"",""needs-more-info"",""question"",""up-for-grabs"",""upstream"",""wontfix""]",[]
3453401,openbullet/openbullet,FALSE,710,9,master,120,11,MIT License,108,1221,678,2348,2019-03-26T09:06:32,2023-02-24T04:29:01,2023-03-08T01:42:25,https://openbullet.github.io,C#,761,156,79,7,,,,[],2021-03-09T05:03:13,c44d5160ef0da66be6e3bc6eab010fb7c4d3b988,,,"{""C#"":1065083}","[""bug"",""dependencies"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""low prio"",""malicious purposes"",""needs testing"",""not english"",""question"",""ready for delivery"",""unofficial version"",""wontfix""]",[]
3454908,wox-launcher/wox,FALSE,2753,6,master,38,105,MIT License,532,23007,2377,98266,2013-12-19T03:49:32,2023-06-19T10:56:44,2023-06-22T09:54:10,http://wox.one,C#,3413,1000,468,14,,,,[],2022-11-16T09:05:01,6fe0207d6d388756abf489d6b3402168b6588808,,,"{""C#"":637543,""Python"":7822,""PowerShell"":5031}","[""big_changes"",""bug"",""dependencies"",""help wanted"",""plugin"",""question"",""small_changes"",""suggestion"",""ui""]","[""alfred"",""launcher"",""launchy"",""spotlight"",""windows"",""wox""]"
3454909,signalr/signalr,FALSE,4732,156,main,32,88,Other,652,8862,2296,44635,2011-07-22T03:52:19,2023-03-15T04:47:40,2023-04-08T02:59:46,http://signalr.net,C#,3623,22,1044,5,,,,[],2023-02-20T12:20:49,f3600c71f83d8312ad61bced0ca547795734d51e,,,"{""C#"":2416315,""JavaScript"":597506,""HTML"":43381,""PowerShell"":25285,""Shell"":9952,""TypeScript"":9643,""TSQL"":8164,""CSS"":6416,""Batchfile"":506}","[""0 - backlog"",""1 - ready"",""2 - working"",""3 - done"",""area: redis"",""area: release"",""area: signalr service"",""client: .net"",""client: javascript"",""closed: by design"",""closed: declined"",""closed: fixed"",""closed: not reproducible"",""closed: withdrawn"",""discussion"",""more-info-needed"",""security"",""shipped-in: 2.4.0"",""shipped-in: 2.4.0-preview1"",""shipped-in: 2.4.0-preview2"",""status: investigate"",""triage-focus"",""triage-review"",""type: bug"",""type: documentation"",""type: feature"",""type: question"",""type: suggestion""]",[]
3454910,felixse/fluentterminal,FALSE,661,11,master,31,56,GNU General Public License v3.0,128,8821,445,18812,2018-01-21T09:45:11,2023-03-22T08:02:30,2023-04-12T07:09:37,,C#,717,242,300,1,,,,[],2023-03-22T08:02:21,34739682963680e529fddcb264a82a658821d54e,,,"{""C#"":1020495,""TypeScript"":9833,""Batchfile"":2391,""PowerShell"":1751,""CSS"":500,""JavaScript"":364,""HTML"":353}","["".net"",""bug"",""dependencies"",""duplicate"",""enhancement"",""fixed in next release"",""good first issue"",""help wanted"",""invalid"",""javascript"",""question"",""upstream"",""wontfix""]",[]
3454912,mbdavid/litedb,FALSE,2361,17,master,52,71,MIT License,289,7524,1135,44590,2014-08-25T01:49:30,2023-06-14T01:15:56,2023-06-22T06:49:37,,C#,1983,577,310,55,,,,[],2023-03-09T07:59:20,84faf672758552f7dab7f806dfc769709e63455d,,,"{""C#"":1493042}","[""bug"",""documentation"",""duplicate"",""fixed"",""need review"",""needs more information"",""question"",""suggestion"",""v4""]","[""database"",""dotnet"",""litedb"",""nosql""]"
3454915,domaindrivendev/swashbuckle.webapi,FALSE,590,22,master,5,58,BSD 3-Clause New or Revised License,173,3010,689,3589,2013-06-18T12:04:27,2022-03-03T04:05:59,2022-03-08T04:43:44,,C#,1228,330,198,20,,,,[],2018-02-21T03:20:02,5489aca0d2dd7946f5569341f621f581720d4634,,,"{""C#"":302249,""CSS"":49721,""JavaScript"":42713,""Pascal"":16792,""HTML"":11212,""ASP"":119}","[""bug"",""documentation"",""enhancement"",""low priority"",""needs investigation"",""question"",""swagger-ui"",""waiting for response""]",[]
3454916,mathnet/mathnet-numerics,FALSE,3327,28,master,0,102,MIT License,211,3150,866,148299,2009-06-24T04:31:36,2023-06-06T10:21:42,2023-06-10T07:31:06,http://numerics.mathdotnet.com,C#,589,236,332,41,,,,[],2023-04-23T04:35:27,306fb068d73f3c3d0e90f6f644b55cddfdeb9a0c,,,"{""C#"":12891230,""F#"":246079,""C++"":86477,""C"":18940,""CSS"":3299,""Shell"":2810,""JavaScript"":805,""Batchfile"":208}","[""bug"",""dependencies"",""help wanted"",""in progress"",""needs changes"",""needs decision"",""needs design"",""needs discussion"",""needs information"",""needs investigation"",""needs prototype"",""needs repro"",""needs review"",""ready for implementation"",""ready for release"",""rejected as duplicate"",""rejected as invalid"",""rejected as wontfix"",""up-for-grabs""]","[""csharp"",""differentiation"",""fft"",""fsharp"",""integration"",""interpolation"",""linear-algebra"",""math"",""mathnet"",""matrix"",""numerics"",""random"",""regression"",""statistics""]"
3454917,github/visualstudio,FALSE,8978,225,master,86,46,MIT License,226,2306,1328,70557,2015-06-30T06:11:40,2023-06-18T03:48:01,2023-06-21T04:01:20,https://visualstudio.github.com,C#,1432,438,1207,26,,,,[],2022-02-17T05:08:47,6d428ef3bb1848ae0ece98fd57c9c8fa564aed7f,,,"{""C#"":3504607,""C"":953425,""C++"":272062,""Batchfile"":1227}","[""accessibility"",""bug"",""cosmetic"",""crash"",""dependencies"",""devops"",""documentation"",""dogfood :dog2:"",""duplicate"",""enhancement"",""feature"",""good first issue"",""help wanted"",""infrastructure"",""inline-comments"",""installer"",""keep"",""localization"",""maintenance"",""needs investigation"",""needs repro"",""next release"",""on hold"",""p1 - blocks beta"",""p2 - blocks release"",""politely declined/invalid"",""question"",""ready for review"",""refactor"",""regression"",""security"",""security-defense-in-depth"",""spam"",""task"",""tests"",""todo"",""transient bug"",""usability"",""verified"",""vs-git-ext"",""wip"",""wrong repo""]","[""c-sharp"",""git"",""github"",""visual-studio""]"
3454918,mono/skiasharp,FALSE,2959,34,main,109,67,MIT License,118,3402,470,52028,2016-02-22T05:54:43,2023-05-26T05:01:24,2023-05-29T07:00:18,,C#,1548,481,785,45,,,,[],2023-03-15T12:02:53,b8efe44ae79614d7c0c0739e7144427912fd166a,,,"{""C#"":3157000,""PowerShell"":38874,""C"":28387,""JavaScript"":15659,""TypeScript"":9584,""Dockerfile"":7840,""Shell"":7650,""Makefile"":5237,""C++"":1566,""HTML"":641,""Smalltalk"":3}","[""area-build"",""area-docs"",""area-harfbuzzsharp"",""area-libharfbuzzsharp.native"",""area-libskiasharp.native"",""area-skiasharp"",""area-skiasharp.harfbuzz"",""area-skiasharp.views"",""area-skiasharp.views.forms"",""area-skiasharp.views.uno"",""area-skiasharp.workbooks"",""area/build"",""area/docs"",""area/harfbuzzsharp"",""area/libharfbuzzsharp.native"",""area/libskiasharp.native"",""area/skiasharp"",""area/skiasharp.harfbuzz"",""area/skiasharp.views"",""area/skiasharp.views.forms"",""area/skiasharp.views.maui"",""area/skiasharp.views.uno"",""area/skiasharp.workbooks"",""backend-metal"",""backend-opengl"",""backend-pdf"",""backend-raster"",""backend-vulkan"",""backend/metal"",""backend/opengl"",""backend/pdf"",""backend/raster"",""backend/vulkan"",""community ?"",""dependencies"",""os-android"",""os-ios"",""os-linux"",""os-macos"",""os-tizen"",""os-tvos"",""os-wasm"",""os-watchos"",""os-windows-classic"",""os-windows-nano-server"",""os-windows-universal-uwp"",""os/android"",""os/ios"",""os/linux"",""os/macos"",""os/tizen"",""os/tvos"",""os/wasm"",""os/watchos"",""os/windows-classic"",""os/windows-nano-server"",""os/windows-universal-uwp"",""partner/maui"",""partner/unoplatform"",""status-blocked"",""status-help-wanted"",""status-invalid"",""status-long-term"",""status-low-priority"",""status-need-info"",""status-not-supported"",""status-skia-update-required"",""status-up-for-grabs"",""status-wontfix"",""status/blocked"",""status/help-wanted"",""status/invalid"",""status/long-term"",""status/low-priority"",""status/move-to-vs-feedback"",""status/needs-attention"",""status/needs-info"",""status/needs-repro"",""status/no-recent-activity"",""status/not-supported"",""status/pr-needs-author-input"",""status/skia-update-required"",""status/try-latest-version"",""status/up-for-grabs"",""status/wontfix"",""type-breaking-change"",""type-bug"",""type-duplicate"",""type-enhancement"",""type-feature-request"",""type-question"",""type/breaking-change"",""type/bug"",""type/duplicate"",""type/enhancement"",""type/feature-request"",""type/question""]","[""android"",""cross-platform"",""dot-net"",""dotnet"",""graphics"",""hacktoberfest"",""ios"",""macos"",""skia"",""skiasharp"",""windows"",""xamarin""]"
3454924,sidristij/dotnetbook,FALSE,732,1,master,8,23,Other,250,2069,219,34001,2017-11-03T06:53:46,2023-05-13T10:23:22,2023-05-16T06:23:47,http://kb.clrium.ru/ru/readme.html,C#,71,19,50,3,,,,[],2023-04-05T07:42:57,516b0c7dff5e619ce1eac6b2ac35e2bac869eaff,,,"{""C#"":38736,""CSS"":28514,""HTML"":24795}","[""bug"",""enhancement"",""entities lifetime"",""exceptions"",""help wanted"",""objects structure"",""question"",""reference vs value"",""thread stack"",""translation"",""?????????? ?????""]",[]
3454925,punker76/gong-wpf-dragdrop,FALSE,735,6,develop,25,37,BSD 3-Clause New or Revised License,95,1980,373,24008,2013-02-06T07:45:05,2023-05-01T06:58:17,2023-05-01T04:04:51,,C#,301,17,148,7,1456,9995,1573,"[{""blankLines"":11,""codeLines"":96,""commentLines"":9,""language"":""YAML""},{""blankLines"":0,""codeLines"":7,""commentLines"":0,""language"":""JSON""},{""blankLines"":94,""codeLines"":213,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":140,""commentLines"":1,""language"":""XSD""},{""blankLines"":1098,""codeLines"":5778,""commentLines"":1454,""language"":""C#""},{""blankLines"":6,""codeLines"":48,""commentLines"":3,""language"":""MSBuild script""},{""blankLines"":1,""codeLines"":29,""commentLines"":1,""language"":""Visual Studio Solution""},{""blankLines"":154,""codeLines"":3232,""commentLines"":2,""language"":""XAML""},{""blankLines"":24,""codeLines"":160,""commentLines"":29,""language"":""XML""},{""blankLines"":64,""codeLines"":283,""commentLines"":74,""language"":""Cake Build Script""},{""blankLines"":4,""codeLines"":9,""commentLines"":0,""language"":""PowerShell""}]",2022-12-25T07:51:33,bab45aabdcb9a0e7cc635ed6cc67e7bf719b6620,,,"{""C#"":382874,""PowerShell"":319,""Batchfile"":63}","[""breaking change"",""bug"",""bug fix"",""dependencies"",""doc"",""duplicate"",""enhancement"",""feature"",""feature request"",""hacktoberfest"",""help wanted"",""imported from google code"",""need more info"",""need sample"",""question"",""wontfix""]",[]
3454927,dockpanelsuite/dockpanelsuite,FALSE,540,11,master,22,32,MIT License,198,1545,713,17102,2012-05-13T02:47:14,2022-11-28T06:25:21,2022-12-04T05:42:01,,C#,599,137,90,8,,,,[],2021-08-28T06:23:49,45dc73f93eca00ef79e8b30c0041a67defb8b8d6,,,"{""C#"":1243890,""PowerShell"":1910,""Batchfile"":217}","[""bug"",""cannot reproduce"",""dependency bug"",""duplicate"",""enhancement"",""faq candidate"",""for new maintainer"",""idea"",""in progress"",""more info required"",""not an issue"",""on docs site"",""platform: mono"",""pull request"",""question"",""ready"",""soon to close"",""task"",""tech debt"",""tentative"",""up for grabs"",""wontfix""]",[]
3454929,0xd4d/dnlib,FALSE,2040,2,master,3,15,MIT License,108,1843,572,4441,2014-04-14T05:03:34,2023-06-10T08:26:50,2023-06-18T07:41:19,,C#,413,21,79,4,,,,[],2022-11-19T01:35:54,97e07a8f1ea0ccbf31231dad0f7cb093805b8eee,,,"{""C#"":3045089,""PowerShell"":864}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3454932,terminals-origin/terminals,FALSE,1091,2,master,1,10,Other,91,1127,236,33107,2017-04-06T09:22:49,2023-02-26T08:29:32,2023-03-01T08:25:36,,C#,234,168,28,4,18750,258733,30996,"[{""blankLines"":0,""codeLines"":28,""commentLines"":0,""language"":""XSD""},{""blankLines"":719,""codeLines"":148086,""commentLines"":2730,""language"":""XML""},{""blankLines"":10,""codeLines"":338,""commentLines"":115,""language"":""C# Designer""},{""blankLines"":30,""codeLines"":136,""commentLines"":17,""language"":""PowerShell""},{""blankLines"":138,""codeLines"":569,""commentLines"":13,""language"":""HTML""},{""blankLines"":22,""codeLines"":106,""commentLines"":56,""language"":""C# Generated""},{""blankLines"":233,""codeLines"":858,""commentLines"":0,""language"":""Markdown""},{""blankLines"":21,""codeLines"":292,""commentLines"":3,""language"":""WiX source""},{""blankLines"":17553,""codeLines"":102917,""commentLines"":27914,""language"":""C#""},{""blankLines"":0,""codeLines"":4951,""commentLines"":134,""language"":""MSBuild script""},{""blankLines"":1,""codeLines"":323,""commentLines"":1,""language"":""Visual Studio Solution""},{""blankLines"":8,""codeLines"":19,""commentLines"":4,""language"":""make""},{""blankLines"":2,""codeLines"":11,""commentLines"":1,""language"":""SQL""},{""blankLines"":13,""codeLines"":99,""commentLines"":8,""language"":""YAML""}]",2023-02-06T03:55:08,7c4b2bae749cb9e3f5474f3f10e46ec5214fc726,,,"{""C#"":4494810,""PowerShell"":8648,""HTML"":1533,""Makefile"":579,""TSQL"":342}","[""bug"",""dependencies"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3455855,live-charts/live-charts,FALSE,1366,3,master,48,29,MIT License,350,5338,1371,18266,2015-09-18T10:27:20,2023-03-22T05:12:44,2023-04-12T04:01:10,http://lvcharts.net/,C#,1008,518,170,32,,,,[],2022-12-20T05:48:25,6ec12921229716c2b237b80f951ffcfa59ebe000,,,"{""C#"":2191048,""PowerShell"":5176}","[""axis"",""bar chart"",""bug"",""core"",""designer"",""duplicate"",""enhancement"",""future request"",""has workaround"",""heatchart"",""help wanted"",""in progress"",""invalid"",""line chart"",""livecharts.geared"",""low priority"",""more info required"",""new chart type"",""new feature"",""nuget"",""opinion-based"",""pie chart"",""question"",""separator"",""special feature"",""stacked bar chart"",""thread-safe"",""to do"",""tooltips"",""unconfirmed bug"",""uwp"",""winforms"",""wontfix"",""wpf"",""xamarin"",""xaml""]",[]
3455856,accord-net/framework,FALSE,2598,9,development,15,88,Other,382,4034,1809,427584,2012-04-08T01:35:01,2020-11-18T07:53:02,2020-12-20T05:20:49,http://accord-framework.net,C#,2046,754,188,6,,,,[],2020-11-18T07:53:01,1ab0cc0ba55bcc3d46f20e7bbe7224b58cd01854,,,{},[],[]
3455861,microsoft/ptvs,FALSE,9705,22,main,34,63,Apache License 2.0,273,2460,699,390328,2015-03-18T10:30:53,2023-05-30T06:46:55,2023-06-06T03:24:14,https://aka.ms/PTVS,C#,4721,75,2851,1,,,,[],2023-05-30T06:46:54,1c2cdd02ddfb6640f9ddf30a5ee1e1eae7043d17,,,"{""C#"":11830007,""Python"":620660,""Rich Text Format"":260880,""HTML"":213650,""C++"":183202,""JavaScript"":44401,""Tcl"":24968,""C"":21444,""PowerShell"":20704,""Vim Snippet"":17303,""Batchfile"":7975,""CSS"":4109,""Smarty"":3663,""Pug"":2807,""ASP.NET"":109}","["".net"",""bug"",""dependencies"",""documentation"",""duplicate"",""engineering"",""enhancement"",""epic"",""external bug"",""external:debugpy"",""external:pylance"",""external:vs"",""fixed in next version"",""help wanted"",""infrastructure"",""needs investigation"",""needs triage"",""p0"",""p1"",""p2"",""p3"",""regression"",""rel-note"",""stale"",""technical debt"",""triage"",""user responded"",""waiting for response"",""waiting for upstream""]","[""ptvs"",""python"",""visual-studio""]"
3455867,jakubgarfield/bonobo-git-server,FALSE,1126,1,master,25,76,Other,144,1633,560,70846,2011-03-07T12:52:45,2020-11-19T07:14:13,2020-12-16T12:39:27,http://bonobogitserver.com,C#,563,144,312,20,,,,[],2020-07-23T09:42:59,498a8b7a4fcc57432e805834605e37d4f8ea8e35,,,{},[],[]
3455872,aaubry/yamldotnet,FALSE,1188,17,master,66,80,MIT License,59,2140,416,8158,2012-10-11T09:43:57,2023-06-03T11:42:19,2023-06-10T08:51:09,,C#,495,109,281,11,,,,[],2023-04-03T03:16:35,9a5900fb35e5cb668a77d2449b96f8bc85c179ba,,,"{""C#"":1578849,""Dockerfile"":5777,""PowerShell"":2589,""Shell"":944,""Batchfile"":181,""Perl"":126}","[""bug"",""duplicate"",""enhancement"",""feedback-needed"",""good-first-issue"",""help-wanted"",""invalid"",""question"",""wontfix""]","[""dotnet"",""parser"",""serialization"",""yaml""]"
3455875,powershell/psscriptanalyzer,FALSE,2530,32,master,33,83,MIT License,116,1643,357,26083,2015-03-30T09:26:25,2023-06-01T08:55:43,2023-06-10T11:58:28,https://www.powershellgallery.com/packages/PSScriptAnalyzer/,C#,971,352,932,31,,,,[],2023-05-31T09:54:41,5ba330a65af5fa8ce810158f9271e1524ae2edf8,,,"{""C#"":1590465,""PowerShell"":829709,""Dockerfile"":641}","[""(re-)review needed"",""api proposal"",""area - build"",""area - compatibilityrules"",""area - configuration"",""area - documentation"",""area - documentation backport"",""area - dsc"",""area - engine"",""area - formatter"",""area - performance"",""area - psusedeclaredvarsmorethanassignments"",""area - rule sets"",""area - rules"",""area - scoping"",""area - test"",""area-code formatting"",""breaking change"",""consider - 2.0"",""dependencies"",""in progress"",""issue - bug"",""issue - concurrency"",""issue - discussion"",""issue - enhancement"",""issue - new rule"",""issue - question"",""issue-bug"",""issue-enhancement"",""need repro info"",""needs: triage :mag:"",""not ready"",""resolution - answered"",""resolution - by design"",""resolution - duplicate"",""resolution - external"",""resolution - fixed"",""resolution - won't fix"",""style"",""up for grabs"",""up-for-grabs"",""vscode""]","[""analyzer"",""formatter"",""hacktoberfest"",""linter"",""powershell"",""powershell-gallery"",""scriptanalyzer""]"
3455876,justcoding121/titanium-web-proxy,FALSE,1964,3,develop,338,43,MIT License,73,1799,534,7850,2015-01-05T04:58:51,2023-05-04T12:08:49,2023-05-10T05:22:28,,C#,503,127,423,3,,,,[],2022-12-25T11:51:15,902504a324425e4e49fc5ba604c2b7fa172e68ce,,,"{""C#"":837068,""PowerShell"":6773,""Batchfile"":479}","[""bug"",""contributor wanted"",""duplicate"",""enhancement"",""http/2"",""invalid"",""investigate"",""question"",""todo"",""wontfix""]",[]
3456035,robvdpol/racecontrol,FALSE,1056,8,master,33,12,GNU General Public License v3.0,38,1183,95,335997,2020-07-28T09:41:54,2023-02-20T12:15:20,2023-02-22T11:46:52,,C#,362,103,143,8,,,,[],2022-09-26T12:18:38,e1bcb7829d546debdd50b3c7a998ab0f8dfea1c8,,,"{""C#"":188432}","[""bug"",""dependencies"",""documentation"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3456825,jbogard/mediatr,FALSE,598,2,master,19,73,Apache License 2.0,291,9570,1069,5928,2014-03-03T03:01:22,2023-05-17T01:01:49,2023-05-29T02:06:23,,C#,623,13,208,0,,,,[],2023-05-17T01:01:48,f33439df4dce11c22550fcf3200069675d92201a,,,"{""C#"":223734,""PowerShell"":2810}","[""design"",""hacktoberfest-accepted"",""stale"",""up-for-grabs""]","[""hacktoberfest""]"
3456826,fanliang11/surging,FALSE,989,23,master,3,16,MIT License,306,3189,930,28457,2017-06-16T01:17:30,2023-03-19T10:25:58,2023-04-12T07:39:13,,C#,347,230,85,20,,,,[],2023-03-19T10:25:43,739c7c863c40fbfcb06afb84213ab58b8ae6a226,,,"{""C#"":4256911,""Less"":202873,""JavaScript"":185023,""HTML"":93595,""CSS"":56973,""Smarty"":12094,""PowerShell"":468,""Thrift"":195}","[""bug"",""delay"",""dependencies"",""duplicate"",""enhancement"",""fixed"",""help wanted"",""invalid"",""poor"",""question"",""task"",""tell"",""todo"",""wontfix""]",[]
3456827,canton7/synctrayzor,FALSE,1318,6,master,55,11,MIT License,137,4905,362,15735,2015-02-08T05:08:40,2023-05-30T07:20:15,2023-06-06T10:39:58,,C#,737,121,31,4,,,,[],2021-08-07T12:00:44,1ec7e4fadd5e7e64fb56348de630b85ccab35f07,,,"{""C#"":771596,""Ruby"":19162,""PHP"":14117,""Inno Setup"":13191,""PowerShell"":4177,""XSLT"":1393}","[""bug"",""dependencies"",""discussion"",""duplicate"",""enhancement"",""fix-scheduled"",""help wanted"",""syncthing"",""upstream"",""user-support"",""waiting-for-op""]",[]
