id,name,isFork,commits,branches,defaultBranch,releases,contributors,license,watchers,stargazers,forks,size,createdAt,pushedAt,updatedAt,homepage,mainLanguage,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,languages,labels,topics
3486929,glyptodon/guacamole-server,FALSE,3483,16,master,0,46,Apache License 2.0,76,1017,202,8488,2013-06-06T05:40:59,2022-05-31T08:24:59,2022-04-21T02:49:27,https://enterprise.glyptodon.org/,C,0,0,232,0,,,,[],2022-05-03T12:24:58,81300052e01f7e544ead82ece1e8398d95e9653e,,,"{""C"":2714767,""Makefile"":55657,""M4"":38977,""Perl"":16945,""Shell"":16162,""Roff"":15943,""Dockerfile"":6124}","[""bug"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
3486930,tencent/tbase,FALSE,726,7,master,0,16,Other,77,1311,251,31093,2019-11-07T07:34:03,2023-04-07T11:06:37,2023-04-13T03:29:09,,C,121,61,18,0,,,,[],2023-03-09T12:18:46,7cf7f8afbcab7290538ad5e65893561710be3dfa,,,"{""C"":53357233,""PLpgSQL"":2194716,""Perl"":859984,""Yacc"":646109,""Makefile"":327913,""Ruby"":224834,""Lex"":208152,""Shell"":166075,""M4"":93402,""PLSQL"":79429,""Roff"":30385,""Python"":16241,""Batchfile"":10341,""XS"":6988,""Emacs Lisp"":3488,""DTrace"":3435,""Assembly"":3265,""sed"":1231}","[""bug"",""documentation"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3486932,openzfsonwindows/zfsin,FALSE,890,42,master,24,76,,86,1132,73,12371,2017-03-15T05:33:15,2022-08-25T12:10:25,2022-08-26T01:28:22,https://openzfsonwindows.org,C,234,111,110,4,,,,[],2022-08-25T12:10:25,11c07218836ce755f99ba0dc0e6b4484bff6f6c8,,,"{""C"":14184584,""Shell"":2808430,""Roff"":404643,""Python"":63515,""CMake"":30038,""C++"":27128,""Assembly"":19799,""Makefile"":18169,""Perl"":10012,""Inno Setup"":9318,""M4"":8079,""DIGITAL Command Language"":873}","[""awaiting confirmation"",""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""testing required"",""wontfix""]",[]
3486933,stevengj/nlopt,FALSE,821,1,master,7,44,Other,72,1525,471,4254,2013-08-27T04:59:11,2023-06-13T12:25:56,2023-06-19T08:05:50,,C,328,102,188,11,,,,[],2023-05-31T03:30:15,c40b5486c12da6eb994984021bfbfb2ef160cbf6,,,"{""C"":1262415,""Fortran"":364892,""C++"":138580,""Roff"":66687,""CMake"":50091,""MATLAB"":26857,""SWIG"":4783,""Scheme"":1317,""Python"":895,""Shell"":729}","[""bug"",""duplicate"",""enhancement"",""in progress"",""invalid"",""question"",""wontfix""]",[]
3486947,derf/feh,FALSE,1574,13,master,0,62,Other,31,1201,147,7533,2010-02-05T05:15:56,2023-04-06T02:21:59,2023-04-15T01:31:59,https://feh.finalrewind.org,C,530,182,172,17,,,,[],2023-04-06T02:19:35,cd183447f34c818eff78e0c1f614c1bb379bee04,,,"{""C"":477060,""Perl"":31077,""Makefile"":7582,""Shell"":272}","[""bug"",""can't reproduce"",""documentation"",""feature"",""imlib2"",""more info needed"",""wontfix""]",[]
3486952,twitter/pelikan,FALSE,786,4,master,3,23,Apache License 2.0,54,1877,176,11532,2015-09-20T08:51:55,2023-05-12T12:23:40,2023-05-27T09:23:09,,C,109,39,381,18,,,,[],2022-10-27T05:13:29,e7a76c92d8a6b401475ce53d3cefe964f1e7fbb6,,,"{""C"":1807598,""Rust"":1012116,""CMake"":81620,""Python"":27158,""Shell"":16453,""Dockerfile"":1872,""Makefile"":197}","[""bug"",""dependencies"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""ship-it"",""wontfix""]",[]
3486967,protonvpn/android-app,FALSE,1934,13,master,41,17,GNU General Public License v3.0,78,1391,220,225938,2019-12-12T01:36:50,2023-05-25T02:44:19,2023-06-05T04:33:54,https://protonvpn.com/download-android,C,87,44,21,3,,,,[],2023-05-25T02:05:38,afb39f8d613d00c4845fbd2f20a8de8952e57a29,,,"{""C"":28988459,""C++"":11553338,""Assembly"":6143435,""Perl"":5073709,""Kotlin"":2050868,""Shell"":1352971,""Java"":610418,""Makefile"":426255,""Python"":335019,""CMake"":138855,""HTML"":131735,""M4"":130302,""JavaScript"":128302,""xBase"":124283,""Batchfile"":35236,""Raku"":23293,""AGS Script"":21828,""Meson"":17126,""AIDL"":16390,""Roff"":13304,""eC"":6593,""Dockerfile"":6449,""Pawn"":4674,""Common Lisp"":3712,""GDB"":2766,""SourcePawn"":2561,""SWIG"":2133,""PHP"":645,""NASL"":645,""SmPL"":354,""Tcl"":110}","[""bug"",""documentation"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""question"",""wontfix""]","[""android"",""ikev2"",""java"",""kotlin"",""openvpn"",""protonvpn"",""strongswan"",""vpn""]"
3487656,sarah-walker-pcem/pcem,FALSE,1915,8,dev,1,20,GNU General Public License v2.0,52,1153,179,8424,2020-06-20T03:54:06,2023-05-02T06:04:50,2023-05-02T02:55:35,http://pcem-emulator.co.uk,C,169,91,43,0,,,,[],2023-05-02T06:04:47,b775a82236c247073d311af122cd9044ee80072e,,,"{""C"":11504312,""C++"":641711,""CMake"":72678,""HTML"":19750}","[""bug"",""documentation"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""question"",""task"",""wontfix""]",[]
3488775,bilibili/ijkplayer,FALSE,2627,6,master,0,41,GNU General Public License v2.0,1205,31344,7981,8283,2013-06-03T04:12:04,2023-04-24T11:55:31,2023-05-02T10:24:37,,C,5271,2752,227,59,,,,[],2021-04-26T08:51:20,30eb9441945da795079492041a791c121d2b8206,,,"{""C"":1388189,""Objective-C"":438648,""Java"":411471,""Shell"":140106,""Makefile"":20884,""C++"":18432,""Ruby"":180}","[""bug"",""build"",""can-not-reproduce"",""can-not-understand-the-question"",""demo"",""duplicated"",""enhancement"",""faq"",""ffmpeg"",""fixed?"",""hls"",""hold"",""i-have-no-idea"",""license-issue"",""mediacodec"",""need-more-information"",""need-stream-sample"",""not-ijkplayer-issue"",""not-on-plan"",""openssl"",""solve-it-yourself"",""staled"",""stupid-question"",""subtitle"",""todo"",""videotoolbox"",""wont-fix""]",[]
3488778,octalmage/robotjs,FALSE,651,29,master,34,48,MIT License,210,11459,880,939,2014-08-31T02:13:47,2022-12-06T10:17:24,2022-12-22T06:30:07,http://robotjs.io,C,560,140,163,26,1435,10119,1380,"[{""blankLines"":392,""codeLines"":1970,""commentLines"":515,""language"":""C/C++ Header""},{""blankLines"":561,""codeLines"":2918,""commentLines"":771,""language"":""C""},{""blankLines"":19,""codeLines"":74,""commentLines"":10,""language"":""YAML""},{""blankLines"":3,""codeLines"":30,""commentLines"":0,""language"":""TypeScript""},{""blankLines"":165,""codeLines"":709,""commentLines"":60,""language"":""C++""},{""blankLines"":6,""codeLines"":60,""commentLines"":0,""language"":""Python""},{""blankLines"":0,""codeLines"":3307,""commentLines"":0,""language"":""JSON""},{""blankLines"":201,""codeLines"":627,""commentLines"":0,""language"":""Markdown""},{""blankLines"":88,""codeLines"":424,""commentLines"":24,""language"":""JavaScript""}]",2021-09-07T11:16:37,8ae87a91f06f49559f0db387bc2bd1ea01419880,,,"{""C"":245859,""C++"":22338,""JavaScript"":14366,""Objective-C"":7078,""Python"":1452}","[""blocked"",""brainstorming"",""breaking"",""bug"",""cross platform"",""dependencies"",""documentation"",""duplicate"",""enhancement"",""help wanted"",""in progress"",""invalid"",""linux"",""mac"",""meta"",""question"",""ready"",""windows"",""wontfix""]",[]
3488779,openresty/openresty,FALSE,1694,8,master,13,28,Other,560,11291,1479,2575,2010-01-20T03:57:59,2023-04-17T05:25:16,2023-04-27T01:18:43,https://openresty.org,C,703,261,200,8,,,,[],2023-04-17T05:24:06,dfbc0037247d9fb0e6064255743f67a90a0c1309,,,"{""C"":5290412}",[],[]
3488782,spacehuhntech/esp8266_deauther,FALSE,773,3,v2,18,48,Other,623,11582,2389,16399,2017-01-07T01:39:23,2023-04-22T07:34:22,2023-04-27T10:13:31,http://deauther.com,C,932,103,142,5,,,,[],2022-12-18T05:34:45,b98f1598115b9400d320f7ffdf08fbc78f01607f,,,"{""C"":2198858,""C++"":744424,""Python"":67236,""HTML"":24333,""JavaScript"":20208,""CSS"":13479,""Shell"":1613}","[""best of"",""bug"",""development"",""discussion"",""documentation"",""duplicate"",""feature request"",""help wanted"",""improvement"",""pinned"",""question"",""spam"",""stale"",""translation"",""v3"",""wontfix""]",[]
3488783,airblader/i3,FALSE,8367,14,gaps-next,15,292,BSD 3-Clause New or Revised License,120,6015,320,13512,2014-11-21T06:43:05,2022-11-01T05:29:33,2022-11-16T10:27:19,,C,396,1,42,0,,,,[],2022-11-01T05:29:31,9f3e4157e66501fb3dc89abde5dc0d826193b77f,,,"{""C"":1612131,""Perl"":1060062,""Python"":32775,""Shell"":19548,""Ruby"":19369,""Meson"":18173,""Dockerfile"":6974,""Roff"":2145,""Vim Script"":519}","[""awaiting-confirmation"",""bug"",""enhancement"",""i3"",""i3bar"",""in-progress"",""not-reproducable"",""support"",""waiting""]",[]
3488784,cyan4973/xxhash,FALSE,1599,25,dev,23,82,Other,164,7423,708,3774,2014-04-30T11:32:49,2023-05-30T12:26:23,2023-06-06T12:03:29,http://www.xxhash.com/,C,336,36,488,7,,,,[],2023-05-30T12:26:11,616ca449592e52240b00b58f85cf484c6f5984f9,,,"{""C"":5160230,""Makefile"":31316,""CMake"":7949,""Roff"":4710,""C++"":3079,""Shell"":1658}","[""announcement"",""bug"",""build issue"",""ci"",""documentation"",""duplicate"",""enhancement"",""experience feedback"",""feature request"",""help wanted"",""install"",""invalid"",""long-term"",""optimization"",""portability"",""question"",""target-specific"",""wontfix""]","[""c"",""dispersion"",""hash"",""hash-checksum"",""hash-functions"",""smhasher"",""xxhash""]"
3488785,baskerville/bspwm,FALSE,1498,2,master,0,55,BSD 2-Clause Simplified License,137,6987,421,3269,2012-07-28T08:24:18,2023-05-08T11:17:09,2023-05-10T07:55:00,,C,1243,294,211,20,,,,[],2023-04-05T08:25:49,8fc2269fe0f29a785885bcd9122812eae7226d7b,,,"{""C"":407831,""Shell"":7897,""Makefile"":2762}","[""bug"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
3488786,existentialaudio/blackhole,FALSE,599,1,master,12,17,GNU General Public License v3.0,109,11001,466,5465,2019-09-27T06:40:46,2023-04-19T07:56:53,2023-04-27T06:22:12,,C,378,2,37,0,,,,[],2023-04-19T07:56:53,1b2d2e502f7be253101dd039c359ff5747d464e1,,,"{""C"":217749,""Shell"":4441,""HTML"":2024}","[""audio quality"",""bug"",""discussion"",""documentation"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""missing information"",""pending closure"",""question"",""setup"",""wontfix""]",[]
3488789,mossmann/hackrf,FALSE,2368,7,master,5,48,GNU General Public License v2.0,522,4133,1176,38971,2012-03-10T06:31:42,2021-09-22T10:50:10,2021-09-23T11:17:11,https://greatscottgadgets.com/hackrf/,C,675,85,286,7,,,,[],2021-09-22T10:50:10,2fd10c1554ba6b3e8604603469c9a0c7957070e5,,,"{""C"":750318,""CMake"":45023,""Python"":36386,""VHDL"":19035,""Makefile"":4537,""Assembly"":2911,""Shell"":1631}","[""bug"",""cleanup"",""documentation"",""enhancement"",""external bug"",""hardware"",""help wanted"",""invalid"",""needs validation"",""question"",""software"",""technical support"",""tip"",""user experience"",""wontfix""]",[]
3488790,contiki-os/contiki,FALSE,12329,4,master,0,149,Other,442,3383,2525,73109,2012-10-24T05:59:36,2021-10-03T12:28:34,2021-10-04T10:54:48,http://www.contiki-os.org/,C,986,463,1708,177,,,,[],2018-11-03T03:18:37,32b5b17f674232867c22916bb2e2534c8e9a92ff,,,"{""C"":19345544,""Java"":2833377,""C++"":1228915,""Python"":436604,""Assembly"":150953,""Makefile"":92782,""Perl"":86168,""JavaScript"":15943,""Shell"":12482,""CSS"":6645,""HTML"":6014,""Objective-C"":5015,""XSLT"":4947,""Gnuplot"":1671,""Dockerfile"":227,""Awk"":95,""Batchfile"":56}","[""bug"",""cfs"",""coap"",""cooja"",""core"",""discussion"",""documentation"",""enhancement"",""fix required: needs-rebase"",""invalid"",""mqtt"",""network"",""new feature"",""nominated"",""platform / cpu"",""platform / cpu / arm"",""platform / cpu / arm / cc13xx-cc26xx"",""platform / cpu / arm / cc2538"",""platform / cpu / arm / mc1322x"",""platform / cpu / avr"",""question"",""rpl"",""sensor/actuator"",""timed out"",""tools"",""travis"",""wait for another pr"",""wontfix"",""work-in-progress"",""x86""]",[]
3488791,lc-soft/lcui,FALSE,3391,18,develop,12,20,MIT License,148,3957,357,20715,2012-08-04T07:09:40,2023-06-07T03:39:51,2023-06-08T01:54:09,https://lcui.org,C,211,11,79,2,,,,[],2022-04-10T06:51:34,051bb7a4d5c5cb7f6d71a0d6e54d4063b268db9c,,,"{""C"":1712801,""C++"":82484,""M4"":39994,""HTML"":23758,""Makefile"":14101,""CSS"":13272,""CMake"":6072,""Shell"":4021,""Python"":1415}","["":dollar: funded on issuehunt"","":gift: rewarded on issuehunt"",""bug"",""dependencies"",""duplicate"",""easy"",""enhancement"",""help wanted"",""invalid"",""linux"",""low priority"",""macos"",""money reward"",""pinned"",""plan"",""question"",""stale"",""todo"",""warning"",""windows"",""wontfix"",""x11""]","[""c"",""cross-platform-gui"",""gui-framework"",""gui-toolkit"",""uwp"",""windows""]"
3488793,geohot/qira,FALSE,1370,9,master,2,46,MIT License,197,3514,456,67922,2014-09-05T03:09:40,2022-07-02T09:00:16,2022-07-06T04:19:30,,C,106,60,153,6,,,,[],2022-07-02T09:00:14,5f34406410aa492bc491fe0e579dbe103390a432,,,"{""C"":333657,""Python"":311732,""Objective-C"":138030,""JavaScript"":127462,""C++"":61132,""Shell"":42531,""OCaml"":20022,""CSS"":15101,""HTML"":7336,""Makefile"":1214,""Assembly"":952,""Dockerfile"":752,""Batchfile"":176,""PHP"":35,""Haskell"":32}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3488794,wasm3/wasm3,FALSE,1661,3,main,7,54,MIT License,117,6159,389,5771,2019-10-01T05:06:03,2023-06-14T01:59:09,2023-06-19T08:24:23,https://twitter.com/wasm3_engine,C,293,50,138,13,,,,[],2023-03-26T05:23:54,772f8f4648fcba75f77f894a6050db121e7651a2,,,"{""C"":1141494,""C++"":46877,""Python"":35290,""CMake"":12184,""Makefile"":9215,""Shell"":5314,""JavaScript"":4025,""Swift"":3009,""Java"":1431,""Assembly"":1413,""WebAssembly"":1378,""Zig"":1172,""Lua"":130}","[""api"",""app"",""backlog"",""bug"",""discussion"",""documentation"",""duplicate"",""feature"",""good first issue"",""help wanted"",""high priority"",""improvement"",""in progress"",""invalid"",""question"",""research"",""wasi"",""wasm spec"",""wasm-validation"",""wontfix""]","[""containers"",""cosmopolitan"",""devops"",""edge-computing"",""embedded"",""iot"",""sandbox"",""scripting"",""serverless"",""smart-contracts"",""virtual-machine"",""wasm"",""webassembly""]"
3488797,gozfree/gear-lib,FALSE,721,1,master,10,12,MIT License,218,2688,758,5761,2015-08-07T12:41:05,2023-05-27T04:42:29,2023-06-03T06:52:58,,C,71,21,31,0,,,,[],2023-05-27T04:41:44,5a97d29da287b53f445d71c81741bbb5e752d1ca,,,"{""C"":4986099,""Makefile"":198059,""CMake"":158105,""C++"":153479,""Python"":32934,""Shell"":22167,""Batchfile"":9548,""Pascal"":3277,""M4"":2953,""PHP"":1294,""NASL"":991,""Assembly"":898,""Lua"":508}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]","[""async"",""embedded-c"",""event"",""iot"",""ipc"",""multi-media"",""posix"",""rtmp"",""rtsp"",""thread"",""v4l2""]"
3488799,espressif/esp8266_rtos_sdk,FALSE,2650,11,master,17,27,Apache License 2.0,274,3060,1513,65878,2014-12-05T09:27:12,2023-06-16T09:19:23,2023-06-18T04:48:59,http://bbs.espressif.com,C,1073,338,165,98,68923,349279,87177,"[{""blankLines"":2011,""codeLines"":3262,""commentLines"":224,""language"":""reStructuredText""},{""blankLines"":46,""codeLines"":342,""commentLines"":16,""language"":""lex""},{""blankLines"":37,""codeLines"":234,""commentLines"":4,""language"":""DOS Batch""},{""blankLines"":256,""codeLines"":1555,""commentLines"":271,""language"":""Pascal""},{""blankLines"":12,""codeLines"":51,""commentLines"":7,""language"":""Dockerfile""},{""blankLines"":115,""codeLines"":4747,""commentLines"":22,""language"":""XML""},{""blankLines"":2,""codeLines"":9,""commentLines"":0,""language"":""TTCN""},{""blankLines"":35683,""codeLines"":219166,""commentLines"":27229,""language"":""C""},{""blankLines"":107,""codeLines"":417,""commentLines"":123,""language"":""Perl""},{""blankLines"":58,""codeLines"":603,""commentLines"":0,""language"":""Glade""},{""blankLines"":6031,""codeLines"":22312,""commentLines"":7077,""language"":""Python""},{""blankLines"":0,""codeLines"":918,""commentLines"":0,""language"":""JSON""},{""blankLines"":2227,""codeLines"":4584,""commentLines"":0,""language"":""Markdown""},{""blankLines"":2,""codeLines"":74,""commentLines"":1,""language"":""SVG""},{""blankLines"":341,""codeLines"":1483,""commentLines"":280,""language"":""Bourne Shell""},{""blankLines"":1,""codeLines"":11,""commentLines"":0,""language"":""Visual Basic Script""},{""blankLines"":1,""codeLines"":116,""commentLines"":0,""language"":""CSV""},{""blankLines"":16531,""codeLines"":61522,""commentLines"":47566,""language"":""C/C++ Header""},{""blankLines"":1061,""codeLines"":3537,""commentLines"":1097,""language"":""make""},{""blankLines"":61,""codeLines"":375,""commentLines"":48,""language"":""YAML""},{""blankLines"":2741,""codeLines"":13733,""commentLines"":1746,""language"":""C++""},{""blankLines"":862,""codeLines"":4053,""commentLines"":977,""language"":""CMake""},{""blankLines"":278,""codeLines"":2337,""commentLines"":26,""language"":""m4""},{""blankLines"":104,""codeLines"":615,""commentLines"":26,""language"":""yacc""},{""blankLines"":0,""codeLines"":493,""commentLines"":0,""language"":""Windows Module Definition""},{""blankLines"":2,""codeLines"":994,""commentLines"":0,""language"":""Expect""},{""blankLines"":4,""codeLines"":8,""commentLines"":2,""language"":""Bourne Again Shell""},{""blankLines"":259,""codeLines"":735,""commentLines"":410,""language"":""Assembly""},{""blankLines"":6,""codeLines"":284,""commentLines"":6,""language"":""Visual Studio Solution""},{""blankLines"":84,""codeLines"":709,""commentLines"":19,""language"":""Protocol Buffers""}]",2023-05-06T02:04:24,af0cdc36fa2600033d0a09301c754008cf1503c1,,,"{""C"":16694451,""Python"":1161765,""C++"":788226,""CMake"":197872,""Makefile"":159597,""Shell"":100056,""M4"":98046,""Pascal"":52308,""Assembly"":48701,""Yacc"":15875,""Perl"":15204,""Batchfile"":8453,""Lex"":7800,""Smarty"":5972,""Inno Setup"":3663,""Dockerfile"":2032,""PHP"":498,""VBScript"":294}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""to fix later""]",[]
3488807,nicohood/hid,FALSE,500,1,master,19,18,MIT License,108,2068,378,3896,2014-06-03T02:47:03,2023-03-31T04:16:32,2023-04-15T10:42:13,http://www.nicohood.de,C,263,73,59,8,,,,[],2022-09-23T10:00:41,b16be57caef4295c6cd382a7e4c64db5073647f7,,,"{""C"":543476,""C++"":184173,""Makefile"":1234}","[""bug"",""documentation"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""waiting for feedback"",""wontfix""]",[]
3488815,hanslub42/rlwrap,FALSE,514,2,master,9,18,GNU General Public License v2.0,36,1975,136,1282,2014-02-23T05:40:55,2023-03-25T10:06:03,2023-04-13T05:37:15,,C,133,16,45,3,,,,[],2023-03-25T10:05:42,ab95ac11873ea98ef5b72db5a959e1225f9229cc,,,"{""C"":328530,""Perl"":86645,""Python"":54188,""M4"":20129,""Ruby"":11617,""Makefile"":2729,""Shell"":865}","[""bug"",""documentation"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
3488818,seasx/seaslog,FALSE,696,7,master,26,26,Other,108,1187,288,1714,2014-01-27T02:01:15,2022-08-26T08:23:25,2022-08-29T01:56:40,http://seasx.github.io/SeasLog/,C,229,19,89,1,,,,[],2022-02-08T11:28:54,3b2bf5fb688303ced6b1d747b60894ba5427b4cd,,,"{""C"":347476,""PHP"":17216,""M4"":1835,""JavaScript"":928,""Shell"":397}","[""bug"",""duplicate"",""enhancement"",""invalid"",""new feature"",""question"",""wontfix""]",[]
3488821,xiph/opus,FALSE,4154,145,master,2,86,Other,94,1807,521,10703,2014-08-19T04:45:15,2023-06-07T03:02:01,2023-06-07T12:35:52,https://opus-codec.org/,C,180,76,102,14,9950,73737,17161,"[{""blankLines"":4,""codeLines"":153,""commentLines"":0,""language"":""SVG""},{""blankLines"":79,""codeLines"":301,""commentLines"":147,""language"":""Bourne Shell""},{""blankLines"":1,""codeLines"":166,""commentLines"":1,""language"":""Visual Studio Solution""},{""blankLines"":2593,""codeLines"":12902,""commentLines"":6478,""language"":""C/C++ Header""},{""blankLines"":110,""codeLines"":776,""commentLines"":73,""language"":""Meson""},{""blankLines"":102,""codeLines"":664,""commentLines"":25,""language"":""make""},{""blankLines"":21,""codeLines"":138,""commentLines"":12,""language"":""YAML""},{""blankLines"":157,""codeLines"":1044,""commentLines"":56,""language"":""CMake""},{""blankLines"":135,""codeLines"":1086,""commentLines"":27,""language"":""m4""},{""blankLines"":17,""codeLines"":20,""commentLines"":0,""language"":""DOS Batch""},{""blankLines"":188,""codeLines"":825,""commentLines"":58,""language"":""CSS""},{""blankLines"":936,""codeLines"":12475,""commentLines"":29,""language"":""XML""},{""blankLines"":11,""codeLines"":25,""commentLines"":29,""language"":""Bourne Again Shell""},{""blankLines"":5343,""codeLines"":41267,""commentLines"":9816,""language"":""C""},{""blankLines"":13,""codeLines"":360,""commentLines"":178,""language"":""Assembly""},{""blankLines"":25,""codeLines"":265,""commentLines"":63,""language"":""Perl""},{""blankLines"":52,""codeLines"":711,""commentLines"":22,""language"":""HTML""},{""blankLines"":96,""codeLines"":357,""commentLines"":40,""language"":""Python""},{""blankLines"":19,""codeLines"":118,""commentLines"":107,""language"":""diff""},{""blankLines"":48,""codeLines"":84,""commentLines"":0,""language"":""Markdown""}]",2023-05-27T09:32:31,5023249b5c935545fb02dbfe845cae996ecfc8bb,,,"{""C"":3255225,""CMake"":46737,""M4"":44128,""Meson"":32717,""Makefile"":21222,""Assembly"":20118,""Python"":16364,""Shell"":11363,""Perl"":10762,""Batchfile"":789}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]","[""audio"",""c"",""codec"",""compression""]"
3488823,buserror/simavr,FALSE,1083,4,master,0,76,GNU General Public License v3.0,72,1425,314,4809,2012-05-14T10:54:53,2023-05-21T11:21:29,2023-05-26T12:37:44,,C,200,85,315,45,,,,[],2022-07-18T09:29:17,7003af00df0f89a38898896fe536c5f15ae4ef1a,,,"{""C"":18375802,""Makefile"":8905}","[""attic"",""bug"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]","[""avr-gcc"",""avr-simulator"",""c"",""debugger"",""embedded"",""gtkwave"",""simavr""]"
3488826,snaipe/criterion,FALSE,1533,5,bleeding,31,32,MIT License,53,1754,167,3927,2015-01-31T12:45:39,2023-05-13T09:41:46,2023-05-20T07:03:04,,C,332,46,146,2,,,,[],2023-05-13T04:02:30,9c01cbe75002ad8640e0f411f453fbcd0567ff79,,,"{""C"":504853,""C++"":284836,""Perl"":79245,""Meson"":14818,""Raku"":12666,""Shell"":8962,""CMake"":3159,""Makefile"":854,""Python"":677,""GDB"":544,""M4"":390}","[""api"",""bug"",""build"",""darwin"",""discussion"",""documentation"",""duplicate"",""enhancement"",""feature"",""freebsd"",""idea"",""linux"",""major"",""minor"",""needs update"",""normal"",""on hold"",""refactor"",""rejected"",""runtime"",""tooling"",""unconfirmed"",""windows"",""won't fix""]","[""c"",""c-plus-plus"",""cross-platform"",""framework"",""kiss"",""unit-testing""]"
3488831,traildb/traildb,FALSE,784,11,master,6,18,MIT License,83,1022,69,1517,2014-08-12T07:34:48,2020-12-22T06:48:13,2020-12-31T09:39:06,http://traildb.io,C,56,28,91,9,,,,[],2019-11-01T11:28:08,053ed8e5d0301c792f3ee703cd9936c49ecf41a1,,,{},[],[]
3488834,sm64pc/sm64ex,FALSE,628,4,nightly,0,54,,69,1370,409,21017,2020-05-07T03:43:27,2023-04-02T11:48:34,2023-04-12T07:48:39,,C,290,133,228,27,,,,[],2022-12-19T11:16:35,afc7e8da695bdf1aea5400a0d5c8b188d16a2088,,,"{""C"":31197531,""C++"":1518110,""Assembly"":406911,""Python"":198641,""Makefile"":38988,""Shell"":15746,""Dockerfile"":864}","[""bug"",""documentation"",""duplicate"",""feature request"",""good first issue"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3488839,cyan4973/finitestateentropy,FALSE,547,3,dev,0,11,BSD 2-Clause Simplified License,81,1106,121,14815,2013-12-15T02:05:21,2022-09-09T05:38:51,2022-09-11T08:32:46,,C,37,11,71,0,,,,[],2022-09-09T05:38:51,7149fa45ec69f54a709e5260e6a0eeb27e710ee0,,,"{""C"":584650,""Makefile"":8827}","[""bug"",""duplicate"",""enhancement"",""help needed"",""invalid"",""question"",""wontfix""]",[]
3488844,gambit/gambit,FALSE,4411,4,master,0,48,,71,1173,147,121608,2012-03-13T05:21:23,2023-06-16T06:22:53,2023-06-19T03:35:27,http://gambitscheme.org/,C,454,193,372,26,,,,[],2023-05-24T05:33:17,77c2da5192facf5b057584cbf7e4d8b1725a8c1c,,,"{""C"":62483014,""Scheme"":12812529,""Pascal"":2341240,""Shell"":175926,""Objective-C"":146046,""M4"":136866,""JavaScript"":132859,""Batchfile"":119434,""C++"":75174,""TeX"":69323,""Makefile"":25855,""Emacs Lisp"":24720,""sed"":17444,""CSS"":11094,""NSIS"":10202,""HTML"":8670,""Smalltalk"":6635,""Awk"":4335,""Java"":897,""Python"":553,""Dockerfile"":277}","[""bug"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
3488845,riscv/riscv-gnu-toolchain,FALSE,938,13,master,16,40,Other,115,1181,525,5537,2014-09-08T05:22:03,2021-08-11T02:05:18,2021-08-11T04:43:32,,C,631,148,309,2,,,,[],2021-08-10T07:22:01,663b3852189acae826d99237cef45e629dfd6471,,,"{""C"":5284541,""Makefile"":38776,""Python"":9633,""M4"":6965,""Shell"":4110}","[""bug"",""duplicate"",""enhancement"",""good-first-bug"",""help wanted"",""invalid"",""macos"",""question"",""windows"",""wontfix""]",[]
3488847,systemd/casync,FALSE,683,1,main,2,44,,86,1385,118,2577,2017-01-13T03:09:56,2023-06-05T08:09:06,2023-06-06T12:43:28,,C,106,53,160,11,,,,[],2022-08-21T05:54:03,0efa7abffe5fffbde8c457d3c8fafbdde0bb6e4f,,,"{""C"":1339027,""Shell"":29448,""Meson"":16855,""Python"":1567,""Emacs Lisp"":892,""Vim Script"":569,""SmPL"":262}","[""bug"",""build-system"",""ci-failed"",""dont-merge"",""duplicate"",""good-to-merge/waiting-for-ci"",""has-pr"",""help wanted"",""invalid"",""reviewed/needs-rework"",""rfe"",""wontfix""]","[""archive"",""chunking"",""delivery"",""download"",""file-system"",""http"",""synchronization"",""tar"",""upload""]"
